id,name,price,url,rating,review_count,brand_name,suitable_type,ingredients,sentiment,first_sentence
974,Anti-Aging Starter Set,$78.00,https://credobeauty.com/products/anti-aging-starter-set,4.6,28,OSEA,"['dry skin', 'normal skin', 'aging skin']","['repair', 'moisture', 'alcohol', 'exfoliating', 'brightening', 'anti-aging', 'antioxidants', 'sun protection']",80% positive,The packaging is absolutely stunning.
975,Bestsellers Bodycare Set,$52.00,https://credobeauty.com/products/bestsellers-bodycare-set,5,40,OSEA,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",80% positive,This was a great way for me to try Osea products for the first time.
976,Bestsellers Discovery Set,$48.00,https://credobeauty.com/products/bestsellers-discovery-set,4.8,36,OSEA,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",60% positive,Great gift.
977,Anti-Aging Sea Serum,$88.00,https://credobeauty.com/products/anti-aging-sea-serum,4.6,48,OSEA,"['sensitive skin', 'all skin']","['repair', 'moisture', 'brightening', 'exfoliating', 'anti-aging', 'antioxidants', 'sun protection']",100% positive,"I love this, it smells so great So far so good."
978,Seabiotic Water Cream,$54.00,https://credobeauty.com/products/seabiotic-water-cream,4.7,No reviews,OSEA,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'brightening']",,
979,Dayglow Face Oil,$58.00,https://credobeauty.com/products/undaria-argan-oil,No rating,No reviews,OSEA,"['dry skin', 'sensitive skin', 'all skin']","['antioxidants', 'sun protection']",,
980,Dusk Eau De Parfum,From $79,https://credobeauty.com/products/dusk-eau-de-parfum,4.8,18,Ourside,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'all skin']","['alcohol', 'fragrance']",100% positive,This smells like fig and berries w a creamy leather note.
981,Nostalgia Eau De Parfum,From $79,https://credobeauty.com/products/nostalgia-eau-de-parfum,4.4,14,Ourside,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'all skin']","['alcohol', 'fragrance']",,
982,Moon Dust Eau De Parfum,From $79,https://credobeauty.com/products/moon-dust-eau-de-parfum,4.5,8,Ourside,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'all skin']","['alcohol', 'fragrance']",,
983,The Iconic Duo,$49.00,https://credobeauty.com/products/the-iconic-duo,5,3,Pai,"['sensitive skin', 'all skin']",[],,
984,Try Pai Kit | Bestselling Skincare Set for Sensitive Skin,$69.00,https://credobeauty.com/products/try-pai-kit-bestselling-skincare-set-for-sensitive-skin,No rating,No reviews,Pai,"['dry skin', 'oily skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin']","['antioxidants', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",,
985,Fade Forward Dark Spot Serum,$71.00,https://credobeauty.com/products/fade-forward-dark-spot-serum,4.5,2,Pai,['all skin'],"['antioxidants', 'brightening', 'moisture', 'fragrance', 'exfoliating']",50% positive,"My first time trying a full bottle size, got the sample size and it went on."
986,Bonne Nuit™ BioPeptide Renewal Overnight Cream,$109.00,https://credobeauty.com/products/bonne-nuit-biopeptide-renewal-overnight-cream,4.9,14,Pai,"['dry skin', 'normal skin', 'sensitive skin', 'aging skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",80% positive,Not too heavy but definitely moisturizing.
987,PHAZE Rebalance Clarifying Cleanser,$39.00,https://credobeauty.com/products/phaze-rebalance-clarifying-cleanser,4.8,37,Pai,"['oily skin', 'combination skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'fragrance', 'exfoliating']",,
988,Stabilized Vitamin C 20% Brightening Booster,$29.00,https://credobeauty.com/products/stabilized-vitamin-c-20-brightening-booster,4.7,23,Pai,['all skin'],"['antioxidants', 'sun protection']",,
989,C-2 Believe Vitamin C Brightening Moisturiser,$79.00,https://credobeauty.com/products/c-2-believe-vitamin-c-brightening-moisturizer-1,4.8,28,Pai,"['dry skin', 'acne-prone skin', 'sensitive skin']","['antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",100% positive,"Amazing product, gentle and effective."
990,The Impossible Glow Bronze,$29.00,https://credobeauty.com/products/the-impossible-glow-bronze,No rating,10,Pai,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants', 'exfoliating']",,
991,Resurrection Girl Blue Tansy Oil & Resurrection Plant Hydrating Mask,$49.00,https://credobeauty.com/products/resurrection-girl-blue-tansy-oil-resurrection-plant-hydrating-mask,4.6,28,Pai,"['dry skin', 'sensitive skin', 'all skin']","['moisture', 'repair', 'antioxidants', 'sun protection']",,
992,The Impossible Glow,From $31,https://credobeauty.com/products/the-impossible-glow,No rating,No reviews,Pai,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants', 'exfoliating']",,
993,Light Work Rosehip Cleansing Oil,$49.00,https://credobeauty.com/products/light-work-rosehip-cleansing-oil,4.8,88,Pai,"['sensitive skin', 'all skin']","['fragrance', 'antioxidants', 'sun protection']",100% positive,Great for Cleansing and Makeup Removal I really love this cleanser.
994,Back to Life Hydration Serum,$74.00,https://credobeauty.com/products/back-to-life-hydration-serum,4.7,32,Pai,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'fragrance', 'exfoliating']",80% positive,One star short of five because I use it too quickly and wish the bottle were larger.
995,Heavy Mettle Rescue Hand Cream,$29.00,https://credobeauty.com/products/heavy-mettle-rescue-hand-cream,4.8,50,Pai,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'moisture', 'fragrance', 'exfoliating']",100% positive,A Staple Item.
996,Century Flower Hyaluronic Acid Barrier Defence Mist,$59.00,https://credobeauty.com/products/century-flower-soothing-tonic,4.7,36,Pai,"['dry skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'exfoliating']",100% positive,The Best Toner.
997,Middlemist Seven Gentle Cream Cleanser,$59.00,https://credobeauty.com/products/middlemist-seven-gentle-cream-cleanser,4.9,110,Pai,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin']","['antioxidants', 'moisture', 'alcohol', 'exfoliating', 'brightening']",,
998,Feather Canyon Eye Cream,$54.00,https://credobeauty.com/products/feather-canyon-eye-cream,4.6,35,Pai,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",100% positive,"Lightweight and nonirritating, it alleviates dry lines without the caffeine found."
999,All Becomes Clear Blemish Serum,$69.00,https://credobeauty.com/products/all-becomes-clear-blemish-serum,4.5,21,Pai,"['oily skin', 'combination skin', 'sensitive skin']","['antioxidants', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",80% positive,This is a great product.
1000,Instant Kalmer Ceramide Serum,$79.00,https://credobeauty.com/products/instant-kalmer-ceramide-serum,4.5,20,Pai,"['sensitive skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",100% positive,"This serum is amazing, and does everything it claims."
1001,Rosehip BioRegenerate Universal Face Oil,From $29,https://credobeauty.com/products/rosehip-bioregenerate-universal-face-oil,No rating,No reviews,Pai,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']",['antioxidants'],,
1002,The Anthemis Soothing Moisturizer,$59.00,https://credobeauty.com/products/the-anthemis-soothing-moisturizer,No rating,103,Pai,"['sensitive skin', 'all skin']","['antioxidants', 'moisture', 'alcohol', 'exfoliating']",,
1003,Love & Haight Hydrating Moisturizer,$58.00,https://credobeauty.com/products/love-haight-hydrating-moisturizer,4.7,58,Pai,"['dry skin', 'normal skin', 'sensitive skin']","['antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",100% positive,My skin stays hydrated all day.
1004,The Pioneer Mattifying Moisturizer,$54.00,https://credobeauty.com/products/the-pioneer-mattifying-moisturizer,No rating,25,Pai,"['oily skin', 'combination skin', 'sensitive skin', 'all skin']","['moisture', 'alcohol', 'antioxidants', 'exfoliating']",,
1005,Nourish & Amplify Mascara,From $24,https://credobeauty.com/products/nourish-amplify-mascara,4.1,29,Plume Science,['sensitive skin'],"['moisture', 'repair', 'exfoliating']",,
1006,Nourish & Set Brow Gel,$34.00,https://credobeauty.com/products/nourish-set-brow-gel,4.5,19,Plume Science,['all hair'],"['moisture', 'repair']",,
1007,Trim & Define Precision Scissors,$19.00,https://credobeauty.com/products/trim-define-precision-scissors,No rating,No reviews,Plume Science,['all hair'],[],,
1008,Nourish & Define Brow Pencil,$32.00,https://credobeauty.com/products/nourish-define-brow-pencil,4.2,No reviews,Plume Science,['all skin'],"['moisture', 'antioxidants', 'brightening']",,
1009,Curl & Lift Lash Curler,$21.00,https://credobeauty.com/products/curl-lift-lash-curler,4.3,38,Plume Science,[],[],60% positive,This is the WORST eyelash curler I have ever used.
1010,Sculpt & Refine Tweezers,$19.00,https://credobeauty.com/products/sculpt-refine-tweezers,No rating,10,Plume Science,[],[],,
1011,Lash and Brow Enhancing Serum,From $56,https://credobeauty.com/products/lash-and-brow-enhancing-serum,No rating,65,Plume Science,"['sensitive skin', 'all skin']","['moisture', 'antioxidants']",80% positive,"Hands down, the most legitimate and effective brow and lash serum in the clean beauty."
1012,Cake Batter Liquid Lipstick - The Browns,$24.00,https://credobeauty.com/products/cake-batter-liquid-lipstick-the-nudes,2,2,Pound Cake,['all skin'],[],,
1013,Cake Theory Lip Tone Equalizing Oil,$22.00,https://credobeauty.com/products/lip-tone-equalizing-oil,4.9,84,Pound Cake,['all skin'],['moisture'],100% positive,This glosses over imperfections and makes my lips feel plump and moisturized.
1014,Cake Batter Liquid Lipstick,$24.00,https://credobeauty.com/products/cake-batter-liquid-lipstick,No rating,181,Pound Cake,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'all skin']","['moisture', 'silicones & others', 'antioxidants']",100% positive,The texture is definitely more velvety than matte and it smells super good like vanilla.
1015,DeviDetox Purifying Face Cleanser,$38.00,https://credobeauty.com/products/devidetox-purifying-face-cleanser,5,1,Prakti,['all skin'],"['moisture', 'alcohol', 'sun protection']",100% positive,
1016,MahaMask Pampering Moisture Treatment,$46.00,https://credobeauty.com/products/mahamask-pampering-moisture-treatment,4,1,Prakti,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'brightening']",100% positive,
1017,Path to Priti On-The-Go Essentials Discovery Set,$55.00,https://credobeauty.com/products/path-to-priti-on-the-go-essentials-discovery-set,No rating,1,Prakti,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'brightening']",,
1018,PaviPure Warming Detox Mask,$56.00,https://credobeauty.com/products/pavipure-warming-detox-mask,No rating,3,Prakti,['all skin'],"['moisture', 'alcohol', 'fragrance']",,
1019,PritiPolish Instant Glow Exfoliator,$48.00,https://credobeauty.com/products/pritipolish-instant-glow-exfoliator,No rating,2,Prakti,['all skin'],"['fragrance', 'sun protection']",,
1020,SapnaSoft The Essential Hydrating Moisturizer,$54.00,https://credobeauty.com/products/sapnasoft-the-essential-hydrating-moisturizer,5,1,Prakti,['all skin'],"['repair', 'antioxidants', 'moisture', 'alcohol']",,
1021,SundaSkin The Essential Hydrating Serum,$65.00,https://credobeauty.com/products/sundaskin-the-essential-hydrating-serum,4.8,5,Prakti,['all skin'],"['moisture', 'anti-aging', 'antioxidants', 'exfoliating']",,
1022,Hymn Hair Gel,$36.00,https://credobeauty.com/products/hymn-hair-gel,5,2,Reverie,['all hair'],"['moisture', 'exfoliating']",100% positive,This gel has a true gel texture and hold.
1023,Suna Exfoliating Shampoo,$46.00,https://credobeauty.com/products/suna-exfoliating-shampoo,3.6,5,Reverie,"['oily hair', 'all hair']","['moisture', 'repair', 'antioxidants', 'exfoliating']",,
1024,Mare Mediterranean Sea Mist,$34.00,https://credobeauty.com/products/reverie-mare-mediterranean-sea-mist,4.6,25,Reverie,['all hair'],"['moisture', 'alcohol']",,
1025,Ever Recovery Oil,$52.00,https://credobeauty.com/products/reverie-ever-recovery-oil,No rating,11,Reverie,"['damaged hair', 'dry hair']","['moisture', 'sun protection']",,
1026,Rake Styling Balm,$36.00,https://credobeauty.com/products/rake-styling-balm,No rating,No reviews,Reverie,['all hair'],"['sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",,
1027,Shampoo,$38.00,https://credobeauty.com/products/nude-shampoo,4.3,24,Reverie,['all hair'],"['repair', 'antioxidants', 'moisture', 'alcohol', 'exfoliating']",,
1028,Conditioner,$40.00,https://credobeauty.com/products/reverie-conditioner,No rating,No reviews,Reverie,['all hair'],"['moisture', 'alcohol', 'sun protection']",,
1029,Milk Anti-Frizz Leave-In Nourishing Treatment,From $44,https://credobeauty.com/products/milk-anti-frizz-leave-in-nourishing-treatment,4.5,205,Reverie,['all hair'],"['moisture', 'alcohol', 'sun protection']",,
1030,Cake: Restorative Scalp Tonic,$72.00,https://credobeauty.com/products/cake-restorative-scalp-tonic,4.5,30,Reverie,"['dry hair', 'all hair']",['moisture'],60% positive,"This light textured tonic helped to restore my dry, irritated scalp Must have I."
1031,Natural Hydroxyapatite Toothpaste,$12.00,https://credobeauty.com/products/natural-hydroxyapatite-toothpaste,4.8,173,RiseWell,['all skin'],"['moisture', 'fragrance']",,
1032,Kids Hydroxyapatite Toothpaste,$12.00,https://credobeauty.com/products/kids-hydroxyapatite-toothpaste,4.8,No reviews,RiseWell,['all skin'],['moisture'],100% positive,This toothpaste is wonderful.
1033,Scrubby Floss,$8.00,https://credobeauty.com/products/scrubby-floss,4.7,59,RiseWell,[],[],,
1034,Soft Sorcery Weightless Serum Concealer,$29.00,https://credobeauty.com/products/soft-sorcery-weightless-serum-concealer,4.7,14,Rituel de Fille,['all skin'],"['repair', 'antioxidants', 'moisture', 'exfoliating', 'brightening']",,
1035,Creature of Light Full-Face Serum Illuminator,$43.00,https://credobeauty.com/products/creature-of-light-full-face-serum-illuminator,4.4,13,Rituel de Fille,['all skin'],"['antioxidants', 'moisture', 'exfoliating', 'brightening']",60% positive,This product is great for a no makeup makeup look.
1036,Levitation Lash Lifting + Lengthening Mascara,$28.00,https://credobeauty.com/products/levitation-lash-lifting-lengthening-mascara,4.3,96,Rituel de Fille,"['sensitive skin', 'all skin']",['moisture'],100% positive,Best voluminous mascara Lots of volume and length.
1037,Thorn Bite Peptide Plump Crème Lip Oil,$27.00,https://credobeauty.com/products/thorn-bite-peptide-plump-creme-lip-oil,No rating,116,Rituel de Fille,['all skin'],"['moisture', 'anti-aging', 'antioxidants']",,
1038,3 Drop Weightless Serum Foundation,$42.00,https://credobeauty.com/products/3-drop-weightless-serum-foundation,4.5,84,Rituel de Fille,['all skin'],"['repair', 'antioxidants', 'sun protection', 'moisture', 'exfoliating']",100% positive,Sorrel in the soho store introduced me to these drops and they are amazing.
1039,The Eye Soot Brush,$24.00,https://credobeauty.com/products/the-eye-soot-brush,No rating,22,Rituel de Fille,['all skin'],[],,
1040,Thorn Oil Priming Facial Elixir,$68.00,https://credobeauty.com/products/thorn-oil-priming-facial-elixir,4.8,134,Rituel de Fille,['all skin'],['sun protection'],,
1041,Color Nectar Pigment Balm,$26.00,https://credobeauty.com/products/color-nectar-pigment-balm,4.8,No reviews,Rituel de Fille,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection']",100% positive,"Love that it is so pigmented, but smooth."
1042,The Black Orb Enigmatic Kohl Eyeliner,$32.00,https://credobeauty.com/products/the-black-orb-enigmatic-eyeliner,No rating,No reviews,Rituel de Fille,['all skin'],"['moisture', 'antioxidants']",,
1043,The Ethereal Veil,$34.00,https://credobeauty.com/products/the-ethereal-veil,No rating,148,Rituel de Fille,[],"['antioxidants', 'sun protection']",,
1044,Celestial Sphere Gelée Eye Gloss,$39.00,https://credobeauty.com/products/celestial-sphere-eye-soot,4.5,57,Rituel de Fille,['all skin'],['antioxidants'],,
1045,Rare Light Luminizers,From $29,https://credobeauty.com/products/rare-light-luminizers,No rating,No reviews,Rituel de Fille,['all skin'],['antioxidants'],,
1046,Forbidden Lipstick,$25.00,https://credobeauty.com/products/rituel-de-fille-forbidden-lipstick,No rating,No reviews,Rituel de Fille,[],"['antioxidants', 'sun protection']",,
1047,Enchanted Lip Sheer,$25.00,https://credobeauty.com/products/rituel-de-fille-enchanted-lip-sheer,No rating,No reviews,Rituel de Fille,['all skin'],['antioxidants'],,
1048,Ash & Ember Eye Soot,$39.00,https://credobeauty.com/products/ash-ember-eye-soot,No rating,198,Rituel de Fille,['all skin'],['antioxidants'],40% positive,Sigil was a bit too sparkly for me.
1049,Inner Glow Crème Pigment,$32.00,https://credobeauty.com/products/rituel-de-fille-inner-glow-cream-blush,No rating,No reviews,Rituel de Fille,['all skin'],['antioxidants'],,
1050,RMS & DÔEN - The Soirée Set,$128.00,https://credobeauty.com/products/the-soiree-set,4,1,RMS Beauty,[],"['antioxidants', 'sun protection', 'moisture', 'fragrance', 'brightening']",,
1051,Legendary Lip Oil,$25.00,https://credobeauty.com/products/legendary-lip-oil,3.5,22,RMS Beauty,['all skin'],[],20% positive,The lip oil feels nice if you can get enough on the applicator.
1052,Legends to Love Kit,$55.00,https://credobeauty.com/products/legends-to-love-kit,5,7,RMS Beauty,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'brightening']",100% positive,Best quality lipsticks ever.
1053,A Little Lip2Cheek Kit,$32.00,https://credobeauty.com/products/little-lip2cheek-kit,5,4,RMS Beauty,[],"['moisture', 'antioxidants', 'sun protection']",100% positive,Great gift set Perfect for trying new shades or gifting to friends this holiday season.
1054,SunCoverup Super Tint Broad Spectrum SPF 50 Sunscreen,$49.00,https://credobeauty.com/products/suncoverup-super-tint-broad-spectrum-spf-50-sunscreen,4.9,285,RMS Beauty,['all skin'],"['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",,
1055,Legendary Serum Lipstick - The Nudes,$35.00,https://credobeauty.com/products/legendary-serum-lipstick-the-nudes,No rating,165,RMS Beauty,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'brightening']",60% positive,This is my third shade of this lipstick line.
1056,Scarlet Moon Eau de Parfum,$150.00,https://credobeauty.com/products/scarlet-moon-eau-de-parfum,4.8,6,RMS Beauty,['all skin'],"['alcohol', 'fragrance']",,
1057,Hydra Setting Powder,$42.00,https://credobeauty.com/products/hydra-setting-powder,4.8,185,RMS Beauty,['all skin'],"['moisture', 'antioxidants', 'sun protection']",60% positive,"The best and most unique powder I slather on sunscreen before my foundation, and am."
1058,ReDimension Hydra Bronzer,$35.00,https://credobeauty.com/products/redimension-hydra-bronzer,No rating,No reviews,RMS Beauty,['all skin'],"['moisture', 'repair', 'antioxidants', 'sun protection']",,
1059,ReDimension Hydra Bronzer Refill,$28.00,https://credobeauty.com/products/redimension-hydra-bronzer-refill,4.2,5,RMS Beauty,[],"['moisture', 'repair', 'antioxidants', 'sun protection']",,
1060,Kakadu Luxe Cream,$55.00,https://credobeauty.com/products/kakadu-luxe-cream,4.3,8,RMS Beauty,['all skin'],"['repair', 'moisture', 'alcohol', 'brightening', 'exfoliating', 'anti-aging', 'antioxidants']",80% positive,So silky smooth So hydrating.
1061,Kakadu Beauty Oil,$64.00,https://credobeauty.com/products/kakadu-beauty-oil,4.9,9,RMS Beauty,['all skin'],['antioxidants'],80% positive,Love this oil and a little goes a long way.
1062,SuperSerum Hydrating Mist,$40.00,https://credobeauty.com/products/superserum-hydrating-mist,4.2,13,RMS Beauty,['all skin'],"['moisture', 'alcohol', 'fragrance', 'brightening', 'exfoliating', 'anti-aging', 'antioxidants', 'sun protection']",,
1063,Skin2Skin Classic Fan Brush,$22.00,https://credobeauty.com/products/skin2skin-classic-fan-brush,No rating,No reviews,RMS Beauty,[],[],,
1064,Skin2Skin Powder Blush Brush,$42.00,https://credobeauty.com/products/skin2skin-powder-blush-brush,No rating,No reviews,RMS Beauty,[],[],,
1065,Skin2Skin Beauty Sponge,$15.00,https://credobeauty.com/products/skin2skin-beauty-sponge,No rating,No reviews,RMS Beauty,[],[],,
1066,Lipnights Overnight Lip Mask,$28.00,https://credobeauty.com/products/lipnights-overnight-lip-mask,4.2,25,RMS Beauty,[],"['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'fragrance', 'brightening']",40% positive,"I was excited to receive this product based on the description, but unfortunately it completely dried."
1067,Eye Polish Brush,$25.00,https://credobeauty.com/products/eye-polish-brush,No rating,1,RMS Beauty,[],[],0% positive,I had been looking for a brush that wasnt fluffy but wasnt packed.
1068,Legendary Serum Lipstick,$35.00,https://credobeauty.com/products/legendary-serum-lipstick,4.6,164,RMS Beauty,[],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'brightening']",60% positive,"Angela is exactly the color I was looking for, and I love that this is."
1069,ReDimension Hydra Dew Luminizer Refill,$34.00,https://credobeauty.com/products/redimension-hydra-dew-luminizer-refill,No rating,No reviews,RMS Beauty,['all skin'],"['moisture', 'repair', 'antioxidants', 'sun protection']",,
1070,ReDimension Hydra Dew Luminizer,$42.00,https://credobeauty.com/products/redimension-hydra-dew-luminizer,No rating,No reviews,RMS Beauty,['all skin'],"['moisture', 'repair', 'antioxidants', 'sun protection']",,
1071,SuperNatural Radiance Serum Broad Spectrum SPF 30 Sunscreen,$48.00,https://credobeauty.com/products/supernatural-radiance-serum-broad-spectrum-spf-30-sunscreen,No rating,No reviews,RMS Beauty,['all skin'],"['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",,
1072,Back2Brow Pencil,$25.00,https://credobeauty.com/products/back2brow-pencil,4.6,37,RMS Beauty,['all skin'],"['moisture', 'antioxidants', 'sun protection']",,
1073,Go Nude Lip Pencil,$25.00,https://credobeauty.com/products/go-nude-lip-pencil,4.9,61,RMS Beauty,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'brightening']",60% positive,This is the first lip pencil I actually use daily.
1074,Eyeline Define Sharpener,$2.00,https://credobeauty.com/products/eyeline-define-sharpener,4.8,19,RÓEN Beauty,[],[],100% positive,Great budget sharpener to keep in my makeup bag Works well Works well Does exactly what.
1075,Eyeline Define Eyeliner Pencil,$28.00,https://credobeauty.com/products/eyeline-define-eyeliner-pencil,4.7,50,RÓEN Beauty,['all skin'],['repair'],80% positive,Creamy and delicious this pencil glides on my lids and eyes and the.
1076,Kiss My Liquid Lip Balm,$28.00,https://credobeauty.com/products/kiss-my-liquid-lip-balm,4.6,21,RÓEN Beauty,['all skin'],"['moisture', 'fragrance', 'antioxidants']",80% positive,Great color and love how its not sticky like most lip glosses.
1077,VowBROW Pencil,$28.00,https://credobeauty.com/products/vowbrow-pencil,No rating,No reviews,RÓEN Beauty,['all skin'],"['silicones & others', 'antioxidants', 'alcohol', 'brightening']",,
1078,Elixir Restorative Face Oil,$88.00,https://credobeauty.com/products/elixir-restorative-face-oil,5,5,RÓEN Beauty,['all skin'],"['moisture', 'fragrance', 'sun protection']",100% positive,Elixir Restorative Face Oil is the best face oil I've ever used.
1079,CAKE Mascara,$30.00,https://credobeauty.com/products/cake-mascara,No rating,8,RÓEN Beauty,['all skin'],"['moisture', 'antioxidants', 'sun protection']",40% positive,Beautiful packaging and rich color.
1080,Mood 4 Ever Eye Shadow Palette,$52.00,https://credobeauty.com/products/mood-4-ever-eye-shadow-palette,4.8,8,RÓEN Beauty,['all skin'],"['moisture', 'antioxidants']",,
1081,Blush & Blend Brush,$40.00,https://credobeauty.com/products/blush-blend-brush,No rating,No reviews,RÓEN Beauty,['all skin'],[],,
1082,Cheeky Cream Blush,$38.00,https://credobeauty.com/products/cheeky-cream-blush,4.8,9,RÓEN Beauty,['all skin'],"['moisture', 'silicones & others', 'antioxidants', 'sun protection']",100% positive,"These blushes are glorious, especially if you have dry skin."
1083,All Over Eyeshadow Brush,$34.00,https://credobeauty.com/products/all-over-eyeshadow-brush,No rating,No reviews,RÓEN Beauty,['all skin'],[],,
1084,Blend & Crease Brush,$34.00,https://credobeauty.com/products/blend-crease-brush,5,2,RÓEN Beauty,['all skin'],[],100% positive,This is great for blending out the crease or overall eye area.
1085,Elixir Tinted Lip Oil Balm,$34.00,https://credobeauty.com/products/elixir-tinted-lip-oil-balm,4.2,12,RÓEN Beauty,['all skin'],"['antioxidants', 'sun protection']",80% positive,"The color is lovely and its really hydrating, but after a few uses,."
1086,11:11 Eye Shadow Palette,$52.00,https://credobeauty.com/products/11-11-eye-shadow-palette,4.6,14,RÓEN Beauty,['all skin'],"['moisture', 'antioxidants']",100% positive,This is a beautiful and versatile palette.
1087,52° Cool Eye Shadow Palette,$52.00,https://credobeauty.com/products/52-cool-eye-shadow-palette,4.2,6,RÓEN Beauty,['all skin'],"['moisture', 'antioxidants']",,
1088,75° Warm Eye Shadow Palette,$52.00,https://credobeauty.com/products/75-warm-eye-shadow-palette,No rating,15,RÓEN Beauty,['all skin'],"['moisture', 'antioxidants']",60% positive,Not what I was expecting I was sooo extremely disappointed in this palette.
1089,Everything Eye Brush,$34.00,https://credobeauty.com/products/everything-eye-brush,4.9,14,RÓEN Beauty,['all skin'],[],100% positive,I used this with a concealer and its great blends color very easily.
1090,RÓGLOW Skin Stick Highlighter,$42.00,https://credobeauty.com/products/roglow-skin-stick-highlighter,No rating,No reviews,RÓEN Beauty,['all skin'],"['silicones & others', 'antioxidants', 'sun protection', 'moisture', 'fragrance']",,
1091,Everything Powder Brush,$50.00,https://credobeauty.com/products/everything-powder-brush,No rating,2,RÓEN Beauty,['all skin'],[],100% positive,"Easy to use, soft, and applies product evenly."
1092,"Deodorant Stick, Baking Soda Free",$24.00,https://credobeauty.com/products/deodorant-stick-baking-soda-free,4.4,55,Routine,"['sensitive skin', 'all skin']","['moisture', 'fragrance', 'antioxidants', 'sun protection']",,
1093,Deodorant Stick with Activated Charcoal,$25.00,https://credobeauty.com/products/deodorant-stick-with-activated-charcoal,4.3,47,Routine,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'fragrance']",80% positive,The most effective clean deoderant that ve had.
1094,Cream Deodorant with Activated Charcoal,$25.00,https://credobeauty.com/products/cream-deodorant,4.7,192,Routine,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'fragrance']",100% positive,The best natural deodorant I have come across.
1095,FOUNDATION Shampoo,From $17,https://credobeauty.com/products/foundation-shampoo,No rating,85,RŌZ,['all hair'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'fragrance']",100% positive,This leaves my hair smooth and my scalp comfortable.
1096,FOUNDATION Conditioner,From $18,https://credobeauty.com/products/foundation-conditioner,4.7,65,RŌZ,['all hair'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",100% positive,The Foundation line is amazing.
1097,MILK Hair Serum,From $29,https://credobeauty.com/products/milk-hair-serum,No rating,186,RŌZ,['all hair'],"['repair', 'sun protection', 'moisture', 'alcohol', 'fragrance']",,
1098,AIR Thickening Spray,$39.00,https://credobeauty.com/products/air-thickening-spray,No rating,58,RŌZ,['all hair'],"['antioxidants', 'moisture', 'alcohol', 'fragrance']",80% positive,Love it.
1099,WILLOW GLEN Treatment Oil,From $23,https://credobeauty.com/products/willow-glen-treatment-oil,No rating,62,RŌZ,['all hair'],"['fragrance', 'sun protection']",,
